name,content,comments,keywords
,NOZt8RNgILU,"---
- PARSEFROMHERE MARTYN 3:10 ENDPARSEFROMHERE
- ! 'PARSEFROMHERE creeper at 1:26: -looking around then sees Simon- SsSsSsSsSsSsS
  O . O ENDPARSEFROMHERE'
- PARSEFROMHERE 2:34 THATS ME WITH THE ORANGE HAT!!!!! IM ON THE YOGSCAST!!!!!!!!
  ENDPARSEFROMHERE
","---
- minecon
- yogscast
- minecraft
- best of
- montage
- lewis
- simon
- xephos
- honeydew
- Blue
"
,Oblbu3aUfis,"---
- PARSEFROMHERE 3:09 - 3:39 sounds african :P :) ENDPARSEFROMHERE
","---
- Drake
- Rihanna
- Drake ft. Rihanna
- Take Care
- Take Care Drake
- Take Care Rihanna
- Take
- Care
- Rihanna Take Care
- drake take care
- drake take care rihanna
- drake take care ft rihanna
- Rea
"
,ERUubUJdQVc,"---
- PARSEFROMHERE At 3:03 sorry ENDPARSEFROMHERE
- PARSEFROMHERE At 4:05 'how did he get there faster?' there was a staircase right
  next to the platforms!!!,!! ENDPARSEFROMHERE
- PARSEFROMHERE 8:45 first sighting of israphel in this episode ENDPARSEFROMHERE
","---
- shadow of israphel
- minecraft
- lewis
- simon
- yogscast
- adventure
- mode
- beta
- notch
- xephos
- honeydew
- knight peculier
- verigan
- karpath
- nubescu
- strongman
- bruno
- mr
- banjo
- Blue
"
,1vYQNl0HNBs,"---
- PARSEFROMHERE triple kill at 0:18 kill cam at 0:37 bunch of gibberish at 0:45 ENDPARSEFROMHERE
","---
- thesyndicateproject
- Call
- Of
- ! 'Duty:'
- Modern
- Warfare
- 3triple
- sniper
- The
- Syndicate
- Project
"
,gWtx2sGH9LI,"---
- PARSEFROMHERE What is the song that starts at 19:43, Ive looked up and down Jon's
  sites and youtube and I still cant find it. ENDPARSEFROMHERE
- PARSEFROMHERE Name of the techno song that starts at 5:50? Anyone? ENDPARSEFROMHERE
- PARSEFROMHERE 17:52 lol ENDPARSEFROMHERE
","---
- jon
- cjg
- joncjg
- arby
- arbiter
- ! '''n'''
- and
- the
- master
- chief
- halo
- three
- reach
- machinima
- combat
- evolved
- greg
- spider
- tarantula
- season
- six
- '06'
- s06
- episode
- nine
- '09'
- e09
- s06e09
- chaos
- theosis
- hacker
- clan
- cortana
- todd
- travis
- call
- of
- duty
- machine
- cinema
- xbox
- '360'
- console
- video
- games
- game
- multiplayer
- matchmaking
- online
- hypermail
- hyper
- mail
- hypernews
- news
- review
- controller
- capture
- apartment
- live
- action
- toys
- toy
- blackout
- black
- out
- storm
- hackers
"
,H9Na0QljVvU,"---
- PARSEFROMHERE 2:25 scared the shit out of me ENDPARSEFROMHERE
- PARSEFROMHERE Skipped a trophy on 09:33 ENDPARSEFROMHERE
- PARSEFROMHERE 14:57 - 15:09 you are welcome Raymond :D ENDPARSEFROMHERE
- PARSEFROMHERE You should pick that riddler thropy man 9:33 ENDPARSEFROMHERE
","---
- Batman
- Arkham
- City
- Batman Arkham City
- Walkthrough
- Playthrough
- Let's Play
- Gameplay
- Trailer
- Arkham City
- Official
- Arkam
- Part
- '14'
- Episode
- Part 14
- The
- Media
- Cows
"
,kJZmaJ5CMfI,"---
- PARSEFROMHERE 6:14 ENDPARSEFROMHERE
","---
- Behind
- the
- scenes
- official
- trailer
- pistons
- minecraft
- mojang
- trottimus
- djh3max
- alsmiffy
- hatventures
- hat
- films
- '1.7'
- piston
- shears
- leaf
- block
- sticky
- tutorial
- howto
- teaser trailer
- Haat
"
,h3SLAar1Rbo,"---
- PARSEFROMHERE @2:05 is that the jagger move? 0_0 ...  ENDPARSEFROMHERE
- ! ""PARSEFROMHERE 2:05 melts me! \n ENDPARSEFROMHERE""
- PARSEFROMHERE was that lip syncing @ 2:08? ENDPARSEFROMHERE
- PARSEFROMHERE 2:17 for all the asians ENDPARSEFROMHERE
","---
- Maroon
- Perform's
- Moves
- Like
- Jagger
- '2011'
- Victoria's
- Secret
- Fashion
- Show
- Live
- Peformance
- Official
- Swif
"
,izXNw-fVv_o,"---
- PARSEFROMHERE the part from 3:21 - 3:52 is random.. ENDPARSEFROMHERE
","---
- drake
- rihanna
- take care
- lyrics
- drake take care
- take care drake
- take care by drake
- drake take care lyrics
- lyrics take care
- lyrics drake take care
- lyrics to drake take care
- take care by drake lyrics
- rihanna take care
- rihanna take care lyrics
- drake ft. rihana
- yt:stretch=16:9
- fastlyricshq
- Fast
- HQ
"
,gvjbLYXnQmE,"---
- PARSEFROMHERE 1:21 lol ENDPARSEFROMHERE
- PARSEFROMHERE Hey guys, what was he doing at 1:19 ? ENDPARSEFROMHERE
","---
- Jewish
- Jewish and you know it
- Sexy and i know it
- LMFAO
- kostya
- vasilkov
- AGENT K
- roman
- buchatsky
- shufflebot
- parody
- roms
- rooms
- Party
- rockin
- anthem
- israel
- tel aviv
- andrey
- migalovich
- funny
- spoof
- canon
- 600d
- t3i
- agentkmedia
"
,NmVNMOW5pWc,"---
- ! 'PARSEFROMHERE 12:20

  thumbs up if you hear a dog barking ENDPARSEFROMHERE'
- PARSEFROMHERE 13:19 that Simon is a RACIST :O ENDPARSEFROMHERE
- ! 'PARSEFROMHERE new server ip with logmeinhamachi

  NO WHITELIST!

  logmeinhamachi username:sethsky

  logmeinhamachi password:garrett

  server ip:5.95.214.192:25565 ENDPARSEFROMHERE'
","---
- planetoids
- yogscast
- minecraft
- survival
- multiplayer
- custom
- map
- filler
- until
- next
- season
- of
- good
- videos
- Blue
- Xephos
"
,uh8TJVKi-9U,"---
- PARSEFROMHERE at 18:49 y was grizwald punch nothing ENDPARSEFROMHERE
- PARSEFROMHERE 19:19 Templar Adeaphon is using a wooden pick on obsidian, or is it
  a magic pick... ENDPARSEFROMHERE
- ! ""PARSEFROMHERE 6:00 saw some diamond armour n didnt pik it up\n ENDPARSEFROMHERE""
","---
- yogscast
- shadow of israphel
- legend of verigan
- lewis
- simon
- xephos
- honeydew
- special
- child's
- play
- charity
- livestream
- event
- Blue
"
,jn78E89R3Xg,"---
- ! ""PARSEFROMHERE 1:42        lol\n ENDPARSEFROMHERE""
","---
- Rajanna
- Rajanna Trailer
- Nagarjuna's Rajanna Trailer
- Rajanna Movie
- Nagarjuna - Sneha
- Rajanna Trailers
- Rajanna Audio Songs
- Rajanna Theatrical Trailer
- Nagarjuna - Rajanna
- Rajanna First Look
- King Nagarjuna
- Actress Sneha
- Baby Aney
- Shwetha Menon
- Nassar
- Ajay
- Music MM Keeravani
- Producer Nagarjuna Akkineni
- Director Vijayendra Prasad
- Rajanna Movie Songs Trailers
- Rajanna Official Trailer
- Nagarjuna as Rajanna
- Latest Movie Trailers
- Rajanna Songs
- Tone teluguone
- teluguone
"
,ibNuEcAt21k,"---
- PARSEFROMHERE 0:11 I am Senor Chang. And I'm so ill. ENDPARSEFROMHERE
","---
- the
- muppets
- studio
- movie
- Kermit
- Frog
- Miss
- Piggy
- Fozzie
- Bear
- Gonzo
- Animal
- Jason
- Segel
- Amy
- Adams
- Walter
- jim
- henson
- walt
- disney
- pictures
- film
- preview
- trailer
- teaser
- official
- Hollywood
- thanksgiving
- holiday
- action
- adventure
- explosions
- '2011'
- Mahna
- Snowth
- Sarah
- Silverman
- Neil
- Patrick
- Harris
- Kristen
- Schaal
- Feist
- Ken
- Jong
"
,3XjWqKDdmSo,"---
- PARSEFROMHERE unintentional 2for1 kill at 2:40 - 2:44. win ENDPARSEFROMHERE
- PARSEFROMHERE 2:06 woah that's an awesome move altair did. :O ENDPARSEFROMHERE
- PARSEFROMHERE 05:02 look at that bald guy as he gets shot with that crossbow.. ENDPARSEFROMHERE
- ! ""PARSEFROMHERE at 5:01 through 5:03 you see some one die and ultimately  glitch\n
  ENDPARSEFROMHERE""
","---
- Assassins
- Creed
- Revelations
- Assassins Creed Revelations
- Assassin's
- Walkthrough
- Gameplay
- Sequence 1
- Part 12
- Part
- '12'
- Playthrough
- Let's
- Play
- Trailer
- Literal
- Official
- Ubisoft
- Ezio
- Altair
- Masyaf
- The
- Media
- Cows
"
,MV397Ov-w4s,"---
- PARSEFROMHERE 0:07 How does she do that with her mouth? ENDPARSEFROMHERE
","---
- Warcraft
- World of Warcraft
- wow
- Blizzard
- Blizzard Entertainment
- Aubrey Plaza
- Birthday Gift
- what's your game?
- Diamonds
- Worldof
"
,THJ4rJVaISk,"---
- ! 'PARSEFROMHERE Love how yesung scream : put your hands together right now <3 @9:10  ENDPARSEFROMHERE'
- PARSEFROMHERE 9:03 Yay Hyukie, i ddnt expect that! i was really surprised!!  ♥ ENDPARSEFROMHERE
","---
- super junior
- 슈퍼주니어
- suju
- superman
- mr simple
- mr. simple
- sorry sorry
- sorry
- full
- HD
- HDTV
- live
- MNET
- MAMA 2011
- Singapore
- '111129'
- mrsarangkpop
- mrsarangkpoplive
- '2011'
"
,krxgYqVdOG0,"---
- PARSEFROMHERE 1:12 to 1:24 is called the ellen dougie ENDPARSEFROMHERE
","---
- The
- Ellen
- degeneres
- Show
- iphone
- 4s
- siri
- commercial
- personal
- assistant
- tickets
- '12'
- days
- Portia
- dance
- dancing
- Finding
- Nemo
- hilarious
- fun
- funny
- apple
- hysterical
- talk
- daytime
- comedy
- theellenshow
- season
- nine
- talkshow
- laugh
- humor
- The Ellen degeneres Show
- Humour
- Joke
- Television Show
"
,rLLzkLO8Sh4,"---
- PARSEFROMHERE can smone explain to me wht hapenned at 3:18 :o ENDPARSEFROMHERE
","---
- Beyoncé
- Was
- Here
- Parkwood
- Entertainment/Columbia
- Pop
- beyonce
- VEVO
"
,Ke9wtbzGjCI,"---
- PARSEFROMHERE 2:31 thumbs up if you saw that coming! ENDPARSEFROMHERE
","---
- ep10yt
- red
- vs.
- blue
- rvb
- revelation
- tex
- fight
- grif
- balls
- nuts
- crotch
- rooster
- teeth
- halo
- machinima
- monty
- oum
- cgi
- animation
- reach
- dead
- fantasy
- haloid
- preview
- trailer
- teaser
- review
- master
- chief
- tucker
"
,cPJUBQd-PNM,"---
- PARSEFROMHERE 2:16 !!!!!! ENDPARSEFROMHERE
- ! ""PARSEFROMHERE Oh come on, Just One M0:00re\uFEFF Time! :D ENDPARSEFROMHERE""
- PARSEFROMHERE Come test my MC server please   hamachi needed :(   5.43.73.220:25565
  ENDPARSEFROMHERE
","---
- revenge
- minecraft
- parody
- captain
- sparklez
- captainsparklez
- tryhardninja
- try
- hard
- ninja
- song
- usher
- dj
- got
- us
- falling
- fallin
- in
- love
- tnt
"
,_YQpbzQ6gzs,"---
- PARSEFROMHERE @ 2:44 those kids are mean.. haha. but serious..! ENDPARSEFROMHERE
- PARSEFROMHERE at 1:15 i was like i don't think she should eat candy ENDPARSEFROMHERE
- ! ""PARSEFROMHERE @1:06\n-Daddy, where's my candy?\n-What candy? *NOM NOM NOM* \n
  ENDPARSEFROMHERE""
- PARSEFROMHERE 1:00.. such a late reaction. ROFL ENDPARSEFROMHERE
","---
- Jimmy
- Kimmel
- Live
- late
- night
- comedy
- talk
- show
- tv
- television
- JKL
- ABC
- Jackhole
- funny
- laughs
- comics
- bits
- clips
- sketches
- comedians
- tonight
- hollywood
- highland
- los
- angeles
- california
- walt
- disney
- company
- talkshow
- nightly
- youtube
- Challenge
- Told
- My
- Kids
- Ate
- All
- Their
- Halloween
- Candy
- videotape
- record
- laughing
- crying
- children
- costumes
- bucket
- candies
- mad
- angry
- response
"
,IAFaS7yiRBc,"---
- PARSEFROMHERE who's car is that @ 8:14? ENDPARSEFROMHERE
- PARSEFROMHERE ALL THAT ASS AT 6:19 min  ENDPARSEFROMHERE
- PARSEFROMHERE that girl got a booty on her 6:37 ENDPARSEFROMHERE
- PARSEFROMHERE @12:01 1...2...3....""shithead"" haha it totally sounds like that ENDPARSEFROMHERE
- PARSEFROMHERE 8:36 What the heck?! There's a PEN, in the grass!! WHY IS THERE A
  PEN IN THE GRASS!!!!???? ENDPARSEFROMHERE
","---
- shaycarl
- Shaytards
- Soup
- Can
- Donation
- Charity
- Whats
- Trending
- Shira
- Lazar
- Backyard
- Football
- Player
- Sontard
- caseylavere
- youtube
- Vlog
"
,XloiggwBL5c,"---
- PARSEFROMHERE @ 4:45 that dude is lucky he didn't die from that high voltage electric
  shock! ENDPARSEFROMHERE
- PARSEFROMHERE The real fail at 9:30 is that there are three guys listening to Britney
  Spears while playing pool ENDPARSEFROMHERE
- PARSEFROMHERE 9:33 aw yeah playing pool while listening to Britney Spears. Swagg.
  ENDPARSEFROMHERE
- PARSEFROMHERE 6:29! Fucking Hilarious!  ENDPARSEFROMHERE
- PARSEFROMHERE Did anyone also dodged at 5:43 o.o ENDPARSEFROMHERE
- PARSEFROMHERE What a dbag at 1:43 ENDPARSEFROMHERE
- PARSEFROMHERE Dude at 6:28 is brain dead ENDPARSEFROMHERE
- PARSEFROMHERE the guy who burped at 7:33 ahhahahaha ENDPARSEFROMHERE
- PARSEFROMHERE 6:29 JAJAJAJAJAJAJAJAJAJAJAJAJAJA ENDPARSEFROMHERE
- ! ""PARSEFROMHERE 0:58 Kadhafi`s Crew ROCKS!! :D\n ENDPARSEFROMHERE""
- PARSEFROMHERE 9:53 i laughed even harder knowing that was completely deserved ENDPARSEFROMHERE
- PARSEFROMHERE 4:22 HILARIOUS ENDPARSEFROMHERE
- ! 'PARSEFROMHERE 5:34 for white version

  7:03 for black version ENDPARSEFROMHERE'
- ! 'PARSEFROMHERE :01 If I was walking past and saw this, I would have beat both
  their asses.

  1:57 I think that qualifies as suicide.

  5:08 The rarely seen...slowmotion fail.

  5:41 That''s not even funny. Nothing funny about girls getting hurt that bad.

  7:32 His burp caused the bridge the break. ENDPARSEFROMHERE'
- ! 'PARSEFROMHERE 6:19

  Heh, its the little things in life that count lol. ENDPARSEFROMHERE'
- ! ""PARSEFROMHERE 3:28 Old dude has balls of steel...\n ENDPARSEFROMHERE""
- PARSEFROMHERE @7:17,,,,,,JACKASS WAISTING SUM GOODASS BEER!!!!.......LOL ENDPARSEFROMHERE
- PARSEFROMHERE @6:29,,,,,BUAAAAAAAHAHAHAHAHA ENDPARSEFROMHERE
- PARSEFROMHERE @5:41,,,,IDIOT TRYIN TO LOOK SEXXXI,,,,,,,BUAHAHAHAHAHAHA ENDPARSEFROMHERE
- PARSEFROMHERE lmfao. 5:41 is hot as hell but dumb as a box of rocks. it's fitting
  since it sounds like somebody pounding on a hollow log when it hits her head lol.
  ENDPARSEFROMHERE
","---
- twisternederland
- TNL
- fail
- compilation
- september
- '2011'
- pain
- monthy
- fails
- drunk
- dumb
- stupid
- stunt
- august
- summer
- twisternederland7
- twisternederland8
- epic
- owned
- ownage
- lol
- epic fail
- car
- crash
- accident
- 'no'
- one
- died
- bmx
- powned
- pwnd
- youtube
- idiots
- 'on'
- bikes
- of
- the
- day
- twisternederland6
- epicfail
- dunk
- bike
- race
- skater
- skate
- dumpert
- compilatie
- dont
- remove
- this
- video
- best
- pogo
- stick
- trampoline
- backflip
- funny
- stunts
- you
- will
- laugh
- montage
- comedy
- skateboarding
"
,tqelrRc-jqA,"---
- ! ""PARSEFROMHERE 8:54 for all you people who wanna skip straight to the gameplay.
  Your welcome ;D\n ENDPARSEFROMHERE""
- ! ""PARSEFROMHERE Decmber\uFEFF 24\uFEFF at 8:00\uFEFF in\uFEFF the morning g 14
  year old boy by the name of scott Johnson was found\uFEFF dead\uFEFF .Docters couldn't
  come\uFEFF up with the cause of his death.His mother checked his Email to see\uFEFF
  if she could figure out what happened.Turns out he\uFEFF was still singed into myspace.
  She found he had gone to sleep\uFEFF after he read and didnt repost to a chain Letter.If
  you\uFEFF dont\uFEFF repost this\uFEFF to six videos a girl with no face will kill
  you tonight.Sorry\uFEFF\uFEFF i dont\uFEFF want to die\n ENDPARSEFROMHERE""
","---
- Team Fortress 2
- Celebrity
- Showmatch
- yogscast
- totalbiscuit
- notch
- freddie wong
- Blue
- Xephos
"
,iYSisup6-tc,"---
- PARSEFROMHERE notice at 2:58, it says UCLA college of Awesome for your academic
  major. haha ENDPARSEFROMHERE
","---
- jason
- chen
- best
- friend
- chinese
- version
- official
- music
- video
- cathy
- nguyen
- never
- sleeps
- dreamlapse
- project
- gravity
- lp
- album
- original
- order
- now
- miniachilles
"
,yfLSTg87xVc,"---
- ! ""PARSEFROMHERE weaselNub said: \""Why does he\uFEFF say gullible at 2:44...?\""\nIt
  is funny because there is no 2:44 ENDPARSEFROMHERE""
- ! ""PARSEFROMHERE \""Why\uFEFF does he say gullible at 2:44...?\"" says weaselnub (copied
  idea of 100 other videos) ENDPARSEFROMHERE""
- ! ""PARSEFROMHERE Why does he\uFEFF say gullible at 2:44...? Hurr ENDPARSEFROMHERE""
- PARSEFROMHERE @Hoggie295 Does He Say Gullible at 2:44 ENDPARSEFROMHERE
- ! ""PARSEFROMHERE \""Why does he\uFEFF say gullible at 2:44...?\"" - WeaselNub  ENDPARSEFROMHERE""
- ! ""PARSEFROMHERE WeaselNub's comment: Why does he say gullible at\uFEFF 2:44...?\n...your
  welcome ENDPARSEFROMHERE""
","---
- collegehumor
- graham norton
- ch originals
- funny
- would you rather
- comedy
- show
- bbc
"
,rhvF6LWMElI,"---
- ! ""PARSEFROMHERE On Decmber\uFEFF 24\uFEFF at 8:00\uFEFF in\uFEFF the morning a
  young 14 year old boy by the name\uFEFF of scott Johnson was found\uFEFF dead .Docters
  couldn't\uFEFF come\uFEFF up\uFEFF with the cause of his death.His mother checked
  his Email to see\uFEFF if she could figure out what happened.Turns out he\uFEFF
  was still singed into myspace. She found he had gone\uFEFF to sleep\uFEFF after
  he read and didnt repost to a chain Letter.If you dont\uFEFF repost this to six
  videos a girl with no face will kill\uFEFF you tonight.Sorry\uFEFF\uFEFF i dont\uFEFF
  want to die ENDPARSEFROMHERE""
","---
- cute baby eating and sleeping
- cute baby sleeping
- cute baby sleeping and eating
- cute baby eat and sleep
- funny baby sleep
- baby sleeping eating
- sleepy baby
- cutest funny baby
- funny baby
- baby eating
- baby
- sleeping
- cute
- '2011'
- funny
- Cuteness
- Sleep
- Laugh
- Humour
- Comedy
- fun
- Humor
- Laughing
- Falling
- Smile
- Try
- lol
- wtf
- omg
- awesome
- hilarious
- world
- best
- kid.
- winlip
"
,y5UT04p5f7U,"---
- PARSEFROMHERE love the troll face at 1:06 ENDPARSEFROMHERE
- PARSEFROMHERE 0:44 ""Pennies? Meh."" hahaha amen to that ENDPARSEFROMHERE
","---
- Pennies
- Money
- Coins
- United States
- Economics
- economy
- Finances
- Copper
- cgpgrey
"
,mAHD0aFt45A,"---
- PARSEFROMHERE @21r0r0 Ikr.. I had goosebumps at 7:10 ♥ AMAZINGGG!! ENDPARSEFROMHERE
- PARSEFROMHERE At 3:42 till 3:48...unleashing the best!! ENDPARSEFROMHERE
- PARSEFROMHERE LOL EUNHYUK @ 4:21 ENDPARSEFROMHERE
- PARSEFROMHERE 4:19 they really enjoying it... :D  ENDPARSEFROMHERE
","---
- 2NE1
- Lonely
- I am the best
- Park bom
- CL
- Sandara
- Dara
- Minzy
- full
- HD
- live
- MNET
- MAMA 2011
- Singapore
- '111129'
- mrsarangkpop
- mrsarangkpoplive
- '2011'
"
,kj0Q2ajoAps,"---
- PARSEFROMHERE 8:03 to 8:15... ENDPARSEFROMHERE
","---
- captainsparklez
- captain
- sparklez
- happy
- wheels
- happywheels
- video
- commentary
- lots
- of
- my
- male
- viewers
- expressed
- preference
- for
- the
- scruffy
- unshaven
- beanie
- mountain
- man
- look
- so
- decided
- to
- comply
"
,juVKpvYjb-8,"---
- PARSEFROMHERE Ha 4:07 ,,,,, its in my name, I dont know why I notice these things,
  but nice song =) ENDPARSEFROMHERE
","---
- will.i.am
- Jennifer Lopez
- Mick Jagger
- THE
- The Hardest Ever
- AMA
- American Music Awards 2011
- Pop
- Will Power
- willpower
- Music Pop Music
- clean version
- Interscope
- Geffen
- AM
"
,Rsz66Qqgd50,"---
- PARSEFROMHERE So it is 9:30 on a school night and i figure i have some time before
  I should go to bed. I look at the clock later and it is 3:45am ENDPARSEFROMHERE
","---
- survival
- island
- custom
- map
- minecraft
- israphel
- yogscast
- tomb
- mine
- craft
- open
- world
- commentary
- random
- new
- video
- game
- pc
- gaming
- lets
- play
- live
- notch
- episode
- Blue
- Xephos
"
,saazzhB09Z4,"---
- PARSEFROMHERE 2:38 might be the coolest fucking thing I have ever seen ENDPARSEFROMHERE
- PARSEFROMHERE 2:44 beyonce illuminati ENDPARSEFROMHERE
","---
- Jay-Z
- Kanye West
- praqka
"
,gMrSQ_B-CL0,"---
- PARSEFROMHERE 1:52 i wanna be rachel berry so much! ENDPARSEFROMHERE
","---
- rumours
- glee
- wind
- glee-wind
- fox
- tv
- television
- musical
- singing
- dancing
- lea
- michele
- cory
- monteith
- chris
- colfer
- amber
- riley
- darren
- dianna
- agron
- mark
- salling
- naya
- rivera
- heather
- morris
- harry
- shum
- jane
- lynch
- matthew
- morrison
- Glee (TV series)
- 'On'
"
,0gmmRUqgsg4,"---
- PARSEFROMHERE 5:59-6:08 when Rosie and Ellen have awkward eye contact and she does
  an alien sound. GOLDEN ENDPARSEFROMHERE
","---
- nick minaj
- adele
- rolling in the deep
- singer
- song
- hilarious
- adorable
- british
- cute
- little
- girls
- ellen
- the ellen show
- tutus
- princesses
- crowns
- pink
- essex
- england
- talk show
- ellen degeneres
- tv
- chat
- funny
- fun
- laugh
- viral
- video
- youtube
- crazy
- return
- halloween
- perform
- rap
- The
- Show
"
,mjdvuGsI1gM,"---
- PARSEFROMHERE @RUdigitized at 8:56 he puts them on. He was wearing them to get them
  outa his invent for other things ENDPARSEFROMHERE
","---
- yogscast
- minecon
- lewis
- simon
- Minecraft
- Cake
- Cake Defence
- Redstone
- Mob
- game
- pistons
- disco
- fvdisco
- Blue
- Xephos
"
,L9oP_CKRUX4,"---
- ! ""PARSEFROMHERE China - 04:11 PM 12/01/11\nI CANT WAIT !!!!\uFEFF\n ENDPARSEFROMHERE""
","---
- trailer
- teaser
- prelude
- new
- video
- marry
- the
- night
- born
- this
- way
- preview
- Lady
- Gaga
- Pathétique
- Mother
- Monster
- Little
- Monsters
- VEVO
"
,Ge29dzo9F_4,"---
- ! ""PARSEFROMHERE is it Nova at 1:55? :s\n ENDPARSEFROMHERE""
","---
- weirdosofthemonth
- Vsauce2
- Vsauce
- weirdos
- weird
- stories
- news
- wacky
- strange
- bizarre
- crazy
- pool
- cue
- nose
- facebook
- arson
- drunk
- man
- monkey
- attack
- walmart
- lawsuit
- gumby
- robber
"
,guDPMm7h2iw,"---
- PARSEFROMHERE Anyone else get like a 1 minute pause at like 4:00 or 5:00? ENDPARSEFROMHERE
","---
- the minecraft project
- minecraft
- mine
- craft
- syndicate
- syndicateproject
- thesyndicateproject
- project
- how
- to
- diamond
- find
- tools
- build
- make
- new
- seed
- The
"
,AQsxaSFaWYg,"---
- PARSEFROMHERE Repeating 2:20 to 2:27 on Shin Dong's Reacting! Hehe~ xD  ENDPARSEFROMHERE
","---
- kim hyun joong
- lucky guy
- full
- HQ
- live
- MNET
- MAMA 2011
- Singapore
- '111129'
- mrsarangkpop
- mrsarangkpoplive
- '2011'
"
